date,home,away,home_ml,away_ml,p_home_close,p_away_close,vig,n_books
2022-05-08,San Francisco Giants,St. Louis Cardinals,-135,114,0.55202,0.44798,0.04067,6
2022-05-08,Seattle Mariners,Tampa Bay Rays,115,-138,0.44549,0.55451,0.04406,6
2022-05-09,Baltimore Orioles,Kansas City Royals,-150,125,0.57414,0.42586,0.04364,6
2022-05-09,Cincinnati Reds,Milwaukee Brewers,158,-180,0.3766,0.6234,0.03121,6
2022-05-09,Detroit Tigers,Athletics,-125,105,0.53247,0.46753,0.04336,6
2022-05-09,New York Yankees,Texas Rangers,-220,184,0.6617,0.3383,0.03899,6
2022-05-09,Pittsburgh Pirates,Los Angeles Dodgers,195,-238,0.32511,0.67489,0.04269,6
2022-05-10,Arizona Diamondbacks,Miami Marlins,-110,-115,0.49477,0.50523,0.05869,6
2022-05-10,Athletics,Detroit Tigers,122,-144,0.43197,0.56803,0.04044,6
2022-05-10,Atlanta Braves,Boston Red Sox,-144,121,0.56567,0.43433,0.04181,6
2022-05-10,Chicago White Sox,Cleveland Guardians,-187,165,0.63325,0.36675,0.02893,6
2022-05-10,Cincinnati Reds,Milwaukee Brewers,171,-200,0.35629,0.64371,0.03567,6
2022-05-10,Detroit Tigers,Athletics,-145,125,0.57112,0.42888,0.03628,1
2022-05-10,Los Angeles Angels,Tampa Bay Rays,-125,105,0.53247,0.46753,0.04336,6
2022-05-10,Minnesota Twins,Houston Astros,126,-148,0.42631,0.57369,0.04023,6
2022-05-10,New York Yankees,Toronto Blue Jays,-175,149,0.61308,0.38692,0.03797,6
2022-05-10,Pittsburgh Pirates,Los Angeles Dodgers,199,-240,0.32148,0.67852,0.04033,6
2022-05-10,San Diego Padres,Chicago Cubs,-170,146,0.60693,0.39307,0.03627,6
2022-05-10,San Francisco Giants,Colorado Rockies,-245,200,0.68056,0.31944,0.04348,6
2022-05-10,Seattle Mariners,Philadelphia Phillies,-110,-109,0.50109,0.49891,0.04534,6
2022-05-10,St. Louis Cardinals,Baltimore Orioles,-160,132,0.5889,0.4111,0.04623,6
2022-05-10,Washington Nationals,New York Mets,141,-166,0.39936,0.60064,0.039,6
2022-05-11,Arizona Diamondbacks,Miami Marlins,113,-134,0.45011,0.54989,0.04304,6
2022-05-11,Atlanta Braves,Boston Red Sox,-116,-104,0.5131,0.4869,0.04456,6
2022-05-11,Chicago White Sox,Cleveland Guardians,-190,162,0.63233,0.36767,0.03612,6
2022-05-11,Cincinnati Reds,Milwaukee Brewers,171,-202,0.35535,0.64465,0.03843,6
2022-05-11,Detroit Tigers,Athletics,-130,110,0.54274,0.45726,0.04141,6
2022-05-11,Los Angeles Angels,Tampa Bay Rays,-105,-111,0.49332,0.50668,0.03826,6
2022-05-11,New York Yankees,Toronto Blue Jays,-136,115,0.55298,0.44702,0.04049,6
2022-05-11,Pittsburgh Pirates,Los Angeles Dodgers,164,-198,0.36329,0.63671,0.04265,6
2022-05-11,San Diego Padres,Chicago Cubs,-170,144,0.60595,0.39405,0.03794,6
2022-05-11,San Francisco Giants,Colorado Rockies,-218,178,0.6557,0.3443,0.04475,6
2022-05-11,Seattle Mariners,Philadelphia Phillies,109,-130,0.45844,0.54156,0.04369,6
2022-05-11,St. Louis Cardinals,Baltimore Orioles,-232,194,0.67284,0.32716,0.0379,6
2022-05-11,Texas Rangers,Kansas City Royals,-135,115,0.55259,0.44741,0.03958,6
2022-05-11,Washington Nationals,New York Mets,159,-189,0.37122,0.62878,0.04008,6
2022-05-12,Detroit Tigers,Athletics,-120,100,0.52174,0.47826,0.04545,6
2022-05-12,Minnesota Twins,Houston Astros,100,-120,0.47826,0.52174,0.04545,6
2022-05-12,Pittsburgh Pirates,Cincinnati Reds,-135,114,0.55202,0.44798,0.04067,6
2022-05-12,St. Louis Cardinals,Baltimore Orioles,-209,178,0.65241,0.34759,0.03674,6
2022-05-12,Texas Rangers,Kansas City Royals,-142,115,0.55747,0.44253,0.05104,6
2022-05-12,Washington Nationals,New York Mets,130,-152,0.41888,0.58112,0.03796,6
2022-05-13,Atlanta Braves,San Diego Padres,-155,132,0.58562,0.41438,0.03795,6
2022-05-13,Chicago White Sox,New York Yankees,-147,124,0.57084,0.42916,0.04257,6
2022-05-13,Detroit Tigers,Baltimore Orioles,-158,129,0.58405,0.41595,0.04983,6
2022-05-13,Los Angeles Dodgers,Philadelphia Phillies,-147,125,0.57248,0.42752,0.03959,6
2022-05-13,Miami Marlins,Milwaukee Brewers,124,-146,0.42909,0.57091,0.0381,6
2022-05-13,New York Mets,Seattle Mariners,-248,205,0.68477,0.31523,0.0401,6
2022-05-13,Pittsburgh Pirates,Cincinnati Reds,-109,-110,0.49891,0.50109,0.04534,6
2022-05-13,Tampa Bay Rays,Toronto Blue Jays,110,-134,0.45441,0.54559,0.04792,6
2022-05-13,Texas Rangers,Kansas City Royals,-145,124,0.57002,0.42998,0.03827,6
2022-05-13,Washington Nationals,Houston Astros,130,-150,0.42017,0.57983,0.03478,6
2022-05-14,Arizona Diamondbacks,Chicago Cubs,-125,105,0.53247,0.46753,0.04336,6
2022-05-14,Athletics,Los Angeles Angels,128,-150,0.42316,0.57684,0.03876,6
2022-05-14,Atlanta Braves,San Diego Padres,-140,120,0.56241,0.43759,0.03875,6
2022-05-14,Chicago White Sox,New York Yankees,164,-188,0.36741,0.63259,0.03096,6
2022-05-14,Colorado Rockies,Kansas City Royals,-137,110,0.54831,0.45169,0.05425,6
2022-05-14,Los Angeles Dodgers,Philadelphia Phillies,-228,190,0.66827,0.33173,0.03948,6
2022-05-14,Miami Marlins,Milwaukee Brewers,102,-121,0.47422,0.52578,0.04134,6
2022-05-14,Minnesota Twins,Cleveland Guardians,-166,142,0.60212,0.39788,0.03643,6
2022-05-14,New York Mets,Seattle Mariners,-156,132,0.58592,0.41408,0.03872,6
2022-05-14,Pittsburgh Pirates,Cincinnati Reds,104,-124,0.46858,0.53142,0.04356,6
2022-05-14,St. Louis Cardinals,San Francisco Giants,104,-122,0.47161,0.52839,0.04196,6
2022-05-14,Tampa Bay Rays,Toronto Blue Jays,102,-121,0.47422,0.52578,0.04134,6
2022-05-14,Texas Rangers,Boston Red Sox,-122,100,0.52361,0.47639,0.04955,6
2022-05-14,Washington Nationals,Houston Astros,115,-136,0.44702,0.55298,0.04049,6
2022-05-15,Arizona Diamondbacks,Chicago Cubs,-160,136,0.59244,0.40756,0.03748,6
2022-05-15,Athletics,Los Angeles Angels,110,-130,0.45726,0.54274,0.04141,6
2022-05-15,Atlanta Braves,San Diego Padres,-125,105,0.53247,0.46753,0.04336,6
2022-05-15,Chicago White Sox,New York Yankees,106,-126,0.46528,0.53472,0.0408,6
2022-05-15,Colorado Rockies,Kansas City Royals,-150,128,0.57717,0.42283,0.03956,6
2022-05-15,Detroit Tigers,Baltimore Orioles,-142,120,0.56385,0.43615,0.04217,6
2022-05-15,Los Angeles Dodgers,Philadelphia Phillies,-190,160,0.62989,0.37011,0.03919,6
2022-05-15,Miami Marlins,Milwaukee Brewers,151,-175,0.38502,0.61498,0.03477,6
2022-05-15,Minnesota Twins,Cleveland Guardians,-145,124,0.56948,0.43052,0.03926,6
2022-05-15,New York Mets,Seattle Mariners,-145,120,0.5656,0.4344,0.04638,6
2022-05-15,Pittsburgh Pirates,Cincinnati Reds,-155,130,0.58299,0.41701,0.04263,6
2022-05-15,St. Louis Cardinals,San Francisco Giants,120,-140,0.43832,0.56168,0.03701,6
2022-05-15,Tampa Bay Rays,Toronto Blue Jays,100,-120,0.47826,0.52174,0.04545,6
2022-05-15,Texas Rangers,Boston Red Sox,-114,-107,0.50701,0.49299,0.04852,6
2022-05-15,Washington Nationals,Houston Astros,164,-200,0.36188,0.63812,0.04474,6
2022-05-16,Baltimore Orioles,New York Yankees,156,-184,0.37682,0.62318,0.03866,6
2022-05-16,Boston Red Sox,Houston Astros,-130,109,0.54156,0.45844,0.04369,6
2022-05-16,Chicago Cubs,Pittsburgh Pirates,-165,140,0.59909,0.40091,0.03931,6
2022-05-16,Miami Marlins,Washington Nationals,-188,165,0.63347,0.36653,0.02953,6
2022-05-16,Milwaukee Brewers,Atlanta Braves,-166,142,0.60185,0.39815,0.03572,6
2022-05-16,Tampa Bay Rays,Detroit Tigers,-206,178,0.65152,0.34848,0.0341,6
2022-05-16,Toronto Blue Jays,Seattle Mariners,-162,140,0.5977,0.4023,0.03571,6
2022-05-17,Athletics,Minnesota Twins,106,-131,0.46121,0.53879,0.05254,6
2022-05-17,Baltimore Orioles,New York Yankees,195,-236,0.32538,0.67462,0.04181,6
2022-05-17,Boston Red Sox,Houston Astros,-125,106,0.53428,0.46572,0.03982,6
2022-05-17,Chicago Cubs,Pittsburgh Pirates,-148,126,0.57511,0.42489,0.03909,6
2022-05-17,Cleveland Guardians,Cincinnati Reds,-158,135,0.58972,0.41028,0.03718,6
2022-05-17,Colorado Rockies,San Francisco Giants,130,-155,0.41701,0.58299,0.04263,6
2022-05-17,Kansas City Royals,Chicago White Sox,-105,-115,0.48917,0.51083,0.04708,6
2022-05-17,Los Angeles Dodgers,Arizona Diamondbacks,-236,188,0.66894,0.33106,0.05065,6
2022-05-17,Miami Marlins,Washington Nationals,-162,136,0.59388,0.40612,0.04115,6
2022-05-17,Milwaukee Brewers,Atlanta Braves,-116,-102,0.51429,0.48571,0.04214,6
2022-05-17,New York Mets,St. Louis Cardinals,-130,110,0.54274,0.45726,0.04141,1
2022-05-17,Philadelphia Phillies,San Diego Padres,-118,-105,0.51332,0.48668,0.05243,6
2022-05-17,Tampa Bay Rays,Detroit Tigers,-283,228,0.70759,0.29241,0.04425,6
2022-05-17,Texas Rangers,Los Angeles Angels,119,-140,0.43871,0.56129,0.04082,6
2022-05-17,Toronto Blue Jays,Seattle Mariners,-145,125,0.57112,0.42888,0.03628,6
2022-05-18,Athletics,Minnesota Twins,-109,-110,0.49891,0.50109,0.04534,6
2022-05-18,Baltimore Orioles,New York Yankees,220,-270,0.29984,0.70016,0.04223,6
2022-05-18,Boston Red Sox,Houston Astros,110,-135,0.45323,0.54677,0.05066,6
2022-05-18,Chicago Cubs,Pittsburgh Pirates,-164,140,0.59882,0.40118,0.03859,6
2022-05-18,Colorado Rockies,San Francisco Giants,135,-156,0.41118,0.58882,0.03491,6
2022-05-18,Los Angeles Dodgers,Arizona Diamondbacks,-305,248,0.72353,0.27647,0.04086,6
2022-05-18,Miami Marlins,Washington Nationals,-180,158,0.6234,0.3766,0.03121,6
2022-05-18,Milwaukee Brewers,Atlanta Braves,-143,120,0.5642,0.4358,0.04302,6
2022-05-18,New York Mets,St. Louis Cardinals,-222,180,0.65891,0.34109,0.04707,6
2022-05-18,Philadelphia Phillies,San Diego Padres,-160,139,0.59527,0.40473,0.03379,6
2022-05-18,Tampa Bay Rays,Detroit Tigers,-162,140,0.5977,0.4023,0.03571,6
2022-05-18,Texas Rangers,Los Angeles Angels,114,-135,0.44798,0.55202,0.04067,6
2022-05-18,Toronto Blue Jays,Seattle Mariners,-250,205,0.68539,0.31461,0.04215,6
2022-05-19,Baltimore Orioles,New York Yankees,170,-200,0.35714,0.64286,0.03704,6
2022-05-19,Boston Red Sox,Seattle Mariners,-125,105,0.53247,0.46753,0.04336,6
2022-05-19,Chicago Cubs,Arizona Diamondbacks,-126,106,0.53472,0.46528,0.0408,6
2022-05-19,Cleveland Guardians,Cincinnati Reds,-138,115,0.55451,0.44549,0.04406,6
2022-05-19,Kansas City Royals,Chicago White Sox,130,-155,0.41701,0.58299,0.04263,6
2022-05-19,New York Mets,St. Louis Cardinals,-192,160,0.63159,0.36841,0.042,6
2022-05-19,Philadelphia Phillies,San Diego Padres,-108,-115,0.49258,0.50742,0.05411,6
2022-05-19,Texas Rangers,Los Angeles Angels,162,-190,0.36767,0.63233,0.03612,6
2022-05-20,Baltimore Orioles,Tampa Bay Rays,115,-135,0.44741,0.55259,0.03958,5
2022-05-20,Boston Red Sox,Seattle Mariners,-112,-109,0.5027,0.4973,0.04872,6
2022-05-20,Chicago Cubs,Arizona Diamondbacks,-142,122,0.56552,0.43448,0.0391,6
2022-05-20,Cleveland Guardians,Detroit Tigers,-120,101,0.52298,0.47702,0.04297,6
2022-05-20,Houston Astros,Texas Rangers,-218,182,0.65931,0.34069,0.03902,6
2022-05-20,Miami Marlins,Atlanta Braves,101,-120,0.47702,0.52298,0.04297,6
2022-05-20,Philadelphia Phillies,Los Angeles Dodgers,120,-145,0.4344,0.5656,0.04638,6
2022-05-20,Pittsburgh Pirates,St. Louis Cardinals,125,-148,0.42652,0.57348,0.04203,6
2022-05-20,Toronto Blue Jays,Cincinnati Reds,-182,152,0.61994,0.38006,0.04206,6
2022-05-21,Baltimore Orioles,Tampa Bay Rays,110,-131,0.45643,0.54357,0.04329,6
2022-05-21,Boston Red Sox,Seattle Mariners,-160,139,0.59527,0.40473,0.03379,6
2022-05-21,Chicago Cubs,Arizona Diamondbacks,-138,119,0.55981,0.44019,0.03733,6
2022-05-21,Houston Astros,Texas Rangers,-174,146,0.60947,0.39053,0.04303,6
2022-05-21,Kansas City Royals,Minnesota Twins,110,-132,0.45562,0.54438,0.04516,6
2022-05-21,Los Angeles Angels,Athletics,-205,160,0.63604,0.36396,0.05675,6
2022-05-21,Miami Marlins,Atlanta Braves,125,-150,0.42553,0.57447,0.04444,6
2022-05-21,Milwaukee Brewers,Washington Nationals,-230,185,0.66514,0.33486,0.04785,6
2022-05-21,New York Yankees,Chicago White Sox,-225,188,0.66559,0.33441,0.04013,6
2022-05-21,Philadelphia Phillies,Los Angeles Dodgers,-120,101,0.52298,0.47702,0.04297,6
2022-05-21,Pittsburgh Pirates,St. Louis Cardinals,120,-140,0.43832,0.56168,0.03701,6
2022-05-21,San Francisco Giants,San Diego Padres,-128,108,0.53826,0.46174,0.04121,6
2022-05-21,Toronto Blue Jays,Cincinnati Reds,-265,218,0.69744,0.30256,0.04099,6
2022-05-22,Baltimore Orioles,Tampa Bay Rays,144,-170,0.39379,0.60621,0.03863,6
2022-05-22,Boston Red Sox,Seattle Mariners,-140,112,0.55291,0.44709,0.05503,6
2022-05-22,Chicago Cubs,Arizona Diamondbacks,-136,112,0.55048,0.44952,0.04686,6
2022-05-22,Cleveland Guardians,Detroit Tigers,-188,160,0.62925,0.37075,0.03739,6
2022-05-22,Houston Astros,Texas Rangers,-198,165,0.63758,0.36242,0.04122,6
2022-05-22,Kansas City Royals,Minnesota Twins,-120,100,0.52174,0.47826,0.04545,6
2022-05-22,Los Angeles Angels,Athletics,-145,125,0.57112,0.42888,0.03628,6
2022-05-22,Milwaukee Brewers,Washington Nationals,-259,208,0.68929,0.31071,0.04665,6
2022-05-22,New York Yankees,Chicago White Sox,-175,150,0.61404,0.38596,0.03636,6
2022-05-22,Philadelphia Phillies,Los Angeles Dodgers,116,-140,0.44305,0.55695,0.04737,6
2022-05-22,Pittsburgh Pirates,St. Louis Cardinals,140,-165,0.40091,0.59909,0.03931,6
2022-05-22,San Francisco Giants,San Diego Padres,-141,120,0.56277,0.43723,0.03961,5
2022-05-22,Toronto Blue Jays,Cincinnati Reds,-252,210,0.6895,0.3105,0.03889,6
2022-05-23,Atlanta Braves,Philadelphia Phillies,105,-130,0.46366,0.53634,0.05208,6
2022-05-23,Cincinnati Reds,Chicago Cubs,-116,-110,0.50573,0.49427,0.05977,6
2022-05-23,Minnesota Twins,Detroit Tigers,-228,184,0.66362,0.33638,0.04677,6
2022-05-23,New York Yankees,Baltimore Orioles,-315,250,0.72652,0.27348,0.04475,6
2022-05-23,Pittsburgh Pirates,Colorado Rockies,-140,120,0.56241,0.43759,0.03875,6
2022-05-23,St. Louis Cardinals,Toronto Blue Jays,-120,100,0.52174,0.47826,0.04545,6
2022-05-23,Washington Nationals,Los Angeles Dodgers,180,-229,0.33911,0.66089,0.05319,6
2022-05-24,Arizona Diamondbacks,Kansas City Royals,-115,-105,0.51083,0.48917,0.04708,6
2022-05-24,Atlanta Braves,Philadelphia Phillies,-184,154,0.62271,0.37729,0.04143,6
2022-05-24,Cincinnati Reds,Chicago Cubs,-120,100,0.52174,0.47826,0.04545,6
2022-05-24,Houston Astros,Cleveland Guardians,-185,158,0.62568,0.37432,0.03747,6
2022-05-24,Minnesota Twins,Detroit Tigers,-262,208,0.68986,0.31014,0.04858,6
2022-05-24,New York Yankees,Baltimore Orioles,-245,190,0.67314,0.32686,0.05497,6
2022-05-24,San Diego Padres,Milwaukee Brewers,-115,-108,0.50798,0.49202,0.05296,6
2022-05-24,San Francisco Giants,New York Mets,-140,118,0.55886,0.44114,0.04223,6
2022-05-24,Seattle Mariners,Athletics,-167,140,0.60018,0.39982,0.04213,6
2022-05-24,St. Louis Cardinals,Toronto Blue Jays,115,-136,0.44702,0.55298,0.04049,6
2022-05-24,Tampa Bay Rays,Miami Marlins,-160,138,0.59375,0.40625,0.03644,6
2022-05-24,Washington Nationals,Los Angeles Dodgers,182,-222,0.33949,0.66051,0.04453,6
2022-05-25,Arizona Diamondbacks,Kansas City Royals,-212,178,0.65328,0.34672,0.03933,6
2022-05-25,Atlanta Braves,Philadelphia Phillies,-150,128,0.5777,0.4223,0.0386,6
2022-05-25,Chicago White Sox,Boston Red Sox,-152,129,0.58037,0.41963,0.04064,6
2022-05-25,Cincinnati Reds,Chicago Cubs,-160,132,0.58861,0.41139,0.04549,6
2022-05-25,Houston Astros,Cleveland Guardians,-228,190,0.66827,0.33173,0.03948,6
2022-05-25,Los Angeles Angels,Texas Rangers,-159,134,0.5901,0.4099,0.04034,6
2022-05-25,Minnesota Twins,Detroit Tigers,-200,168,0.64072,0.35928,0.0405,6
2022-05-25,New York Yankees,Baltimore Orioles,-160,136,0.59222,0.40778,0.03911,6
2022-05-25,Pittsburgh Pirates,Colorado Rockies,-130,110,0.54274,0.45726,0.04141,6
2022-05-25,San Diego Padres,Milwaukee Brewers,108,-134,0.45738,0.54262,0.05366,6
2022-05-25,San Francisco Giants,New York Mets,-120,-105,0.51572,0.48428,0.05765,6
2022-05-25,Seattle Mariners,Athletics,-174,140,0.60307,0.39693,0.05191,6
2022-05-25,Tampa Bay Rays,Miami Marlins,-188,160,0.62903,0.37097,0.03679,6
2022-05-25,Washington Nationals,Los Angeles Dodgers,172,-202,0.35409,0.64591,0.03639,6
2022-05-26,Atlanta Braves,Philadelphia Phillies,-109,-114,0.49521,0.50479,0.05315,6
2022-05-26,Chicago White Sox,Boston Red Sox,-154,132,0.58531,0.41469,0.03718,6
2022-05-26,Cincinnati Reds,Chicago Cubs,-105,-115,0.48917,0.51083,0.04708,6
2022-05-26,Detroit Tigers,Cleveland Guardians,-135,116,0.55317,0.44683,0.03851,6
2022-05-26,Houston Astros,Cleveland Guardians,-192,162,0.63293,0.36707,0.0398,6
2022-05-26,Los Angeles Angels,Texas Rangers,-175,152,0.61639,0.38361,0.0324,6
2022-05-26,Minnesota Twins,Kansas City Royals,-185,160,0.62794,0.37206,0.03374,6
2022-05-26,St. Louis Cardinals,Milwaukee Brewers,-125,102,0.52941,0.47059,0.04938,6
2022-05-26,Tampa Bay Rays,New York Yankees,100,-120,0.47826,0.52174,0.04545,6
2022-05-26,Washington Nationals,Colorado Rockies,-114,-105,0.5093,0.4907,0.04381,6
2022-05-27,Arizona Diamondbacks,Los Angeles Dodgers,154,-182,0.37912,0.62088,0.0405,6
2022-05-27,Athletics,Texas Rangers,-125,-102,0.52326,0.47674,0.06173,6
2022-05-27,Atlanta Braves,Miami Marlins,-148,120,0.56731,0.43269,0.05051,6
2022-05-27,Boston Red Sox,Baltimore Orioles,-178,154,0.61994,0.38006,0.03386,6
2022-05-27,Chicago White Sox,Boston Red Sox,109,-128,0.4597,0.5403,0.04083,6
2022-05-27,Cincinnati Reds,San Francisco Giants,184,-224,0.3376,0.6624,0.04299,6
2022-05-27,Los Angeles Angels,Toronto Blue Jays,-166,144,0.60409,0.39591,0.03306,6
2022-05-27,New York Mets,Philadelphia Phillies,-172,142,0.60554,0.39446,0.0454,6
2022-05-27,Tampa Bay Rays,New York Yankees,-126,108,0.5374,0.4626,0.03927,6
2022-05-28,Arizona Diamondbacks,Los Angeles Dodgers,130,-152,0.41857,0.58143,0.03874,6
2022-05-28,Athletics,Texas Rangers,105,-130,0.46324,0.53676,0.05302,6
2022-05-28,Atlanta Braves,Miami Marlins,-125,105,0.53247,0.46753,0.04336,6
2022-05-28,Boston Red Sox,Baltimore Orioles,-156,135,0.58912,0.41088,0.03567,6
2022-05-28,Chicago White Sox,Chicago Cubs,-146,124,0.57091,0.42909,0.0381,6
2022-05-28,Cincinnati Reds,San Francisco Giants,158,-183,0.37476,0.62524,0.03424,6
2022-05-28,Detroit Tigers,Cleveland Guardians,138,-162,0.40488,0.59512,0.03776,6
2022-05-28,Los Angeles Angels,Toronto Blue Jays,105,-125,0.46753,0.53247,0.04336,6
2022-05-28,Minnesota Twins,Kansas City Royals,-182,158,0.62433,0.37567,0.03374,6
2022-05-28,New York Mets,Philadelphia Phillies,-112,-108,0.50541,0.49459,0.04748,6
2022-05-28,San Diego Padres,Pittsburgh Pirates,-230,188,0.66709,0.33291,0.0448,6
2022-05-28,Seattle Mariners,Houston Astros,172,-209,0.35173,0.64827,0.04335,6
2022-05-28,St. Louis Cardinals,Milwaukee Brewers,121,-144,0.43363,0.56637,0.04349,6
2022-05-28,Tampa Bay Rays,New York Yankees,128,-150,0.42316,0.57684,0.03876,6
2022-05-28,Washington Nationals,Colorado Rockies,-123,105,0.53067,0.46933,0.03937,6
2022-05-29,Arizona Diamondbacks,Los Angeles Dodgers,178,-210,0.34724,0.65276,0.03778,6
2022-05-29,Athletics,Texas Rangers,101,-120,0.47702,0.52298,0.04297,6
2022-05-29,Atlanta Braves,Miami Marlins,-235,190,0.67044,0.32956,0.04632,6
2022-05-29,Boston Red Sox,Baltimore Orioles,-200,163,0.6368,0.3632,0.04689,5
2022-05-29,Chicago White Sox,Chicago Cubs,-152,130,0.58143,0.41857,0.03874,6
2022-05-29,Cincinnati Reds,San Francisco Giants,129,-151,0.42058,0.57942,0.03827,6
2022-05-29,Detroit Tigers,Cleveland Guardians,145,-165,0.39597,0.60403,0.0308,6
2022-05-29,Los Angeles Angels,Toronto Blue Jays,-122,100,0.52361,0.47639,0.04955,6
2022-05-29,Minnesota Twins,Kansas City Royals,-200,166,0.63899,0.36101,0.04331,6
2022-05-29,New York Mets,Philadelphia Phillies,106,-126,0.46528,0.53472,0.0408,6
2022-05-29,San Diego Padres,Pittsburgh Pirates,-225,182,0.66168,0.33832,0.04629,6
2022-05-29,Seattle Mariners,Houston Astros,106,-126,0.46605,0.53395,0.04414,6
2022-05-29,St. Louis Cardinals,Milwaukee Brewers,125,-152,0.42424,0.57576,0.04762,6
2022-05-29,Tampa Bay Rays,New York Yankees,-140,120,0.56241,0.43759,0.03875,6
2022-05-29,Washington Nationals,Colorado Rockies,-125,104,0.53064,0.46936,0.04696,6
2022-05-30,Athletics,Houston Astros,138,-160,0.40596,0.59404,0.03718,6
2022-05-30,Boston Red Sox,Baltimore Orioles,-170,150,0.61151,0.38849,0.02963,6
2022-05-30,Chicago Cubs,Milwaukee Brewers,110,-130,0.45726,0.54274,0.04141,5
2022-05-30,Cleveland Guardians,Kansas City Royals,-160,133,0.58942,0.41058,0.04531,6
2022-05-30,Colorado Rockies,Miami Marlins,130,-154,0.41732,0.58268,0.04186,6
2022-05-30,Detroit Tigers,Minnesota Twins,120,-145,0.4344,0.5656,0.04638,6
2022-05-30,New York Mets,Washington Nationals,-182,158,0.62455,0.37545,0.03437,6
2022-05-30,Philadelphia Phillies,San Francisco Giants,100,-120,0.47826,0.52174,0.04545,6
2022-05-30,St. Louis Cardinals,San Diego Padres,-125,102,0.52941,0.47059,0.04938,6
2022-05-31,Arizona Diamondbacks,Atlanta Braves,101,-120,0.47702,0.52298,0.04297,6
2022-05-31,Baltimore Orioles,Seattle Mariners,114,-134,0.44895,0.55105,0.04085,6
2022-05-31,Boston Red Sox,Cincinnati Reds,-150,130,0.57983,0.42017,0.03478,6
2022-05-31,Cleveland Guardians,Kansas City Royals,-138,118,0.55812,0.44188,0.04048,6
2022-05-31,Detroit Tigers,Minnesota Twins,120,-140,0.43759,0.56241,0.03875,6
2022-05-31,Los Angeles Dodgers,Pittsburgh Pirates,-358,285,0.75064,0.24936,0.04164,6
2022-05-31,New York Mets,Washington Nationals,-218,178,0.65529,0.34471,0.0454,6
2022-05-31,New York Yankees,Los Angeles Angels,-146,118,0.56314,0.43686,0.05244,6
2022-05-31,Philadelphia Phillies,San Francisco Giants,-152,128,0.57877,0.42123,0.04352,6
2022-05-31,St. Louis Cardinals,San Diego Padres,-130,110,0.54274,0.45726,0.04141,6
2022-05-31,Texas Rangers,Tampa Bay Rays,120,-142,0.43651,0.56349,0.04132,6
2022-05-31,Toronto Blue Jays,Chicago White Sox,-192,156,0.62707,0.37293,0.04951,6
2022-06-01,Arizona Diamondbacks,Atlanta Braves,140,-163,0.40202,0.59798,0.03644,6
2022-06-01,Athletics,Houston Astros,114,-135,0.44914,0.55086,0.04285,6
2022-06-01,Baltimore Orioles,Seattle Mariners,122,-145,0.43162,0.56838,0.04127,6
2022-06-01,Boston Red Sox,Cincinnati Reds,-214,178,0.65413,0.34587,0.04189,6
2022-06-01,Chicago Cubs,Milwaukee Brewers,102,-128,0.46841,0.53159,0.05427,6
2022-06-01,Cleveland Guardians,Kansas City Royals,-140,120,0.56241,0.43759,0.03875,6
2022-06-01,Colorado Rockies,Miami Marlins,-115,-105,0.51083,0.48917,0.04708,1
2022-06-01,Detroit Tigers,Minnesota Twins,-110,-108,0.50164,0.49836,0.04419,6
