date,home,away,home_ml,away_ml,p_home_close,p_away_close,vig,n_books
2022-09-13,Cleveland Guardians,Los Angeles Angels,-130,110,0.54274,0.45726,0.04141,6
2022-09-13,Detroit Tigers,Houston Astros,196,-238,0.32436,0.67564,0.04154,6
2022-09-13,Minnesota Twins,Kansas City Royals,-193,161,0.63225,0.36775,0.04184,6
2022-09-13,New York Mets,Chicago Cubs,-450,334,0.78026,0.21974,0.0486,6
2022-09-13,San Francisco Giants,Atlanta Braves,159,-190,0.37101,0.62899,0.04068,6
2022-09-13,St. Louis Cardinals,Milwaukee Brewers,-187,152,0.62149,0.37851,0.04839,6
2022-09-13,Toronto Blue Jays,Tampa Bay Rays,-170,150,0.61151,0.38849,0.02963,1
2022-09-13,Washington Nationals,Baltimore Orioles,135,-160,0.40852,0.59148,0.04165,6
2022-09-14,Arizona Diamondbacks,Los Angeles Dodgers,172,-207,0.35244,0.64756,0.04124,6
2022-09-14,Boston Red Sox,New York Yankees,108,-130,0.45904,0.54096,0.04483,6
2022-09-14,Chicago White Sox,Colorado Rockies,-220,175,0.65405,0.34595,0.05114,6
2022-09-14,Cincinnati Reds,Pittsburgh Pirates,-156,134,0.58697,0.41303,0.03688,6
2022-09-14,Cleveland Guardians,Los Angeles Angels,-115,-105,0.51083,0.48917,0.04708,6
