player,team,apps,npxg,goals,shots,pen_sh,pen_g,fk_sh,fk_xg,fk_g,assists,xa,key_passes
Mats Hummels,Germany,3.1,0.61,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.028,1.1
Ao Tanaka,Japan,2.1,0.61,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.7
Marcelo Brozović,Croatia,12.1,0.61,1.15,9.3,1.15,1.15,0.0,0.0,0.0,0.45,0.282,9.8
Amine Adli,Morocco,3.4,0.61,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.85,0.123,1.7
Daniel Muñoz Mejía,Colombia,5.0,0.61,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,3.0
Fiston Kalala Mayele,Congo DR,3.4,0.61,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.272,1.7
José María Giménez de Vargas,Uruguay,8.9,0.6,0.45,8.9,1.0,0.0,0.0,0.0,0.0,1.0,0.563,1.7
Samuel Moutoussamy,Congo DR,5.95,0.6,1.7,7.6,1.7,1.7,0.0,0.0,0.0,0.0,0.746,3.4
Mohamed Konaté,Burkina Faso,2.55,0.6,0.85,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.8
José Martín Cáceres Silva,Uruguay,2.95,0.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.124,1.4
Ali Sowe,Gambia,2.55,0.59,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azzedine Ounahi,Morocco,8.3,0.59,0.85,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.543,9.3
Remo Freuler,Switzerland,10.55,0.59,1.7,5.1,0.0,0.0,0.0,0.0,0.0,2.55,0.614,5.7
Omar Marmoush,Egypt,3.4,0.59,1.7,7.6,0.85,0.85,0.85,0.05,0.0,0.0,0.229,3.4
Kenan Yildiz,Turkey,5.0,0.59,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,1.0
Thomas Meunier,Belgium,7.1,0.59,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.748,6.7
Artem Dzyuba,Russia,3.9,0.59,1.9,6.4,1.0,1.0,0.0,0.0,0.0,1.45,0.309,5.0
Kwadwo Duah,Switzerland,3.0,0.58,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio Willemsen,Spain,4.15,0.58,0.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.102,2.3
Enzo Fernandez,Argentina,9.9,0.58,0.7,12.3,0.7,0.0,0.0,0.0,0.0,0.7,0.836,10.2
Juraj Kucka,Slovakia,5.65,0.58,0.0,10.8,0.0,0.0,1.0,0.009,0.0,1.0,0.311,4.5
Florian Wirtz,Germany,5.0,0.58,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612,7.0
Andrea Belotti,Italy,3.3,0.57,0.55,6.0,1.1,0.55,0.55,0.032,0.0,0.0,0.013,0.6
Felix Eduardo Torres Caicedo,Ecuador,6.1,0.57,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Krasso,Côte d'Ivoire,5.1,0.57,0.85,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.395,3.4
Amadou Haïdara,Mali,3.4,0.57,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.5
Willi Orban,Hungary,4.65,0.57,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.0
Lyndon Dykes,Scotland,1.65,0.57,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.094,1.7
Burak Yılmaz,Turkey,1.65,0.56,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.8
Václav Černý,Czech Republic,1.0,0.56,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,1.0
Peter Pekarík,Slovakia,5.65,0.56,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.6
Deivi Miguel Vieira,Angola,3.4,0.56,0.85,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.8
Cédric Bakambu,Congo DR,5.95,0.56,0.85,8.5,1.7,0.85,0.0,0.0,0.0,0.85,0.79,0.8
Mario Pašalić,Croatia,9.0,0.56,1.25,6.9,0.7,0.7,0.0,0.0,0.0,0.0,0.473,1.8
Matthijs de Ligt,Netherlands,3.05,0.56,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Isaac Caicedo Corozo,Ecuador,6.1,0.56,0.7,5.1,0.0,0.0,2.0,0.061,0.0,0.0,0.664,7.0
Blerim Džemaili,Switzerland,1.8,0.55,0.45,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.057,1.4
Jesse Lingard,England,2.7,0.55,0.45,7.2,0.0,0.0,0.0,0.0,0.0,0.45,0.157,3.2
Eric Kleybel Ramírez Matheus,Venezuela,2.0,0.55,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haji Wright,United States,3.8,0.55,0.7,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.7
Khvicha Kvaratskhelia,Georgia,4.0,0.55,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,8.0
Tomáš Chorý,Czech Republic,2.0,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Piqué Bernabéu,Spain,1.8,0.55,0.45,4.1,0.45,0.45,0.0,0.0,0.0,0.0,0.07,0.9
Jonas Older Wind,Denmark,5.1,0.55,0.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.496,6.1
Ryan Isaac Mendes da Graça,Cape Verde Islands,4.25,0.55,1.7,5.1,0.85,0.85,0.0,0.0,0.0,0.85,0.13,3.4
Dennis Man,Romania,4.0,0.55,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.963,4.0
Xavi Simons,Netherlands,6.7,0.55,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.005,12.0
Edgar Yoel Bárcenas Herrera,Panama,5.35,0.54,0.0,8.7,0.0,0.0,1.45,0.083,0.0,0.0,0.564,6.3
Adam Hložek,Czech Republic,4.2,0.54,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.6
Haythem Jouini,Tunisia,1.7,0.54,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.8
Renaldo Showayne Cephas,Jamaica,3.0,0.54,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hirving Rodrigo Lozano Bahena,Mexico,3.9,0.54,0.45,9.6,0.0,0.0,0.7,0.038,0.0,0.45,1.035,8.3
Gianluca Scamacca,Italy,4.0,0.53,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,3.0
Eduard Alexander Bello Gil,Venezuela,4.0,0.53,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,3.0
Jannik Vestergaard,Denmark,7.3,0.53,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.117,1.1
Seko Fofana,Côte d'Ivoire,5.95,0.53,0.85,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.408,4.2
Timothy Weah,United States,4.8,0.52,0.7,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.487,7.2
Leonardo Bonucci,Italy,3.85,0.52,1.65,3.8,1.1,1.1,0.0,0.0,0.0,0.0,0.167,1.1
Yūya Ōsako,Japan,1.8,0.52,0.45,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.174,2.7
Bruno Petković,Croatia,8.4,0.52,0.7,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.301,5.3
Calvin Bassey Ughelumba,Nigeria,5.95,0.52,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.85,0.167,0.8
Stephen Antunes Eustáquio,Canada,6.4,0.52,0.0,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.313,4.4
Lorenzo Insigne,Italy,3.3,0.52,1.1,10.5,0.0,0.0,1.65,0.092,0.0,0.0,0.611,7.1
Timo Werner,Germany,3.0,0.52,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.367,2.2
Domenico Berardi,Italy,3.3,0.51,0.55,8.2,0.55,0.55,0.0,0.0,0.0,0.55,0.662,5.5
Manuel Locatelli,Italy,2.75,0.51,1.1,3.3,0.55,0.0,0.0,0.0,0.0,0.0,0.079,1.7
Mihlali Samson Mayambela,South Africa,4.25,0.51,0.85,6.8,0.85,0.85,0.0,0.0,0.0,0.0,0.016,0.8
Christian Kouamé,Côte d'Ivoire,3.4,0.51,0.85,4.2,0.85,0.85,0.0,0.0,0.0,0.0,0.149,2.5
Krzysztof Piątek,Poland,2.4,0.51,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hee-Chan Hwang,South Korea,2.75,0.51,0.7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.141,1.6
Carlos Alberto Vela Garrido,Mexico,1.8,0.51,0.45,4.5,0.45,0.45,0.45,0.018,0.0,0.0,0.285,5.4
Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,4.25,0.51,0.85,2.5,0.0,0.0,0.85,0.011,0.0,0.0,0.733,9.3
Joško Gvardiol,Croatia,10.1,0.5,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,1.2
Frenkie de Jong,Netherlands,5.7,0.5,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.459,5.0
Jakub Moder,Poland,4.1,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.6
Shamar Nicholson,Jamaica,3.0,0.5,0.0,6.0,0.0,0.0,1.0,0.052,0.0,0.0,0.071,3.0
Rodrigo Javier De Paul,Argentina,9.9,0.5,0.0,8.9,0.0,0.0,0.0,0.0,0.0,1.0,1.344,14.9
Lorenzo Pellegrini,Italy,4.0,0.5,0.0,7.0,0.0,0.0,1.0,0.041,0.0,1.0,0.384,5.0
Steven Zuber,Switzerland,5.55,0.5,0.45,7.1,0.0,0.0,0.0,0.0,0.0,2.2,0.618,7.0
Alphonso Davies,Canada,8.1,0.5,1.7,10.8,2.7,1.0,2.7,0.097,0.0,0.0,0.348,5.8
Denis Cheryshev,Russia,2.8,0.5,2.25,6.3,0.45,0.45,0.0,0.0,0.0,0.0,0.042,1.0
Weston McKennie,United States,5.8,0.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.717,5.1
Gianluca Lapadula Vargas,Peru,3.0,0.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thorgan Hazard,Belgium,4.5,0.5,1.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.911,5.9
Gue-Sung Cho,South Korea,2.8,0.5,1.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.7
Raphaël Varane,France,9.55,0.5,0.45,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.6
Souleymane Anne,Mauritania,2.55,0.5,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.7
Mohamed Salah,Egypt,2.6,0.49,1.75,6.1,1.3,1.3,0.0,0.0,0.0,0.0,0.394,5.7
Thiago Emiliano da Silva,Brazil,5.05,0.49,0.45,4.1,0.0,0.0,0.0,0.0,0.0,0.7,0.492,3.2
Radamel Falcao García Zárate,Colombia,1.8,0.49,0.9,4.1,0.45,0.45,0.0,0.0,0.0,0.0,0.013,0.5
Kléper Laveran Lima Ferreira,Portugal,10.8,0.49,1.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,1.0
Sergej Milinković-Savić,Serbia,6.45,0.49,0.7,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.353,3.8
David Josué Jiménez Silva,Spain,1.8,0.49,0.0,4.5,0.0,0.0,0.9,0.051,0.0,0.0,0.231,3.2
Jack Grealish,England,6.25,0.49,0.7,1.8,0.0,0.0,0.0,0.0,0.0,1.1,0.626,4.1
Sofiane Boufal,Morocco,7.45,0.49,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.801,7.0
Nahuel Molina Lucero,Argentina,9.9,0.49,0.7,2.4,0.0,0.0,0.0,0.0,0.0,0.7,0.256,4.1
Franck Yannick Kessié,Côte d'Ivoire,5.95,0.49,2.55,9.3,1.7,1.7,0.0,0.0,0.0,0.85,0.37,5.9
Ernesto Alexis Vega Rojas,Mexico,4.1,0.48,0.0,6.3,0.0,0.0,0.7,0.042,0.0,0.0,0.045,0.7
Granit Xhaka,Switzerland,11.8,0.48,0.45,12.2,0.0,0.0,1.1,0.078,0.0,0.55,0.701,13.5
Virgil van Dijk,Netherlands,9.5,0.48,0.0,7.8,0.7,0.0,0.0,0.0,0.0,0.0,0.175,4.4
Jonathan Buatu Mananga,Angola,3.4,0.48,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistair Johnston,Canada,8.1,0.48,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.337,3.8
Michail Antonio,Jamaica,3.0,0.48,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,2.0
Themba Zwane,South Africa,5.95,0.48,1.7,2.5,0.0,0.0,0.0,0.0,0.0,0.85,0.432,8.5
Michael Amir Murillo Bermudez,Panama,4.9,0.48,1.0,4.9,0.0,0.0,1.0,0.076,0.0,0.0,0.049,2.5
Filip Kostić,Serbia,3.75,0.48,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.7
Zaidu Sanusi,Nigeria,5.1,0.48,0.0,5.1,0.0,0.0,0.85,0.057,0.0,0.0,0.455,3.4
Giovanni Di Lorenzo,Italy,7.3,0.47,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.097,2.2
Frank Magri,Cameroon,3.4,0.47,0.85,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.8
Alan Steve Minda García,Ecuador,4.0,0.47,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.186,1.0
Dejan Lovren,Croatia,8.45,0.47,0.0,6.1,0.0,0.0,0.55,0.032,0.0,0.7,0.138,1.1
Lukáš Haraslín,Slovakia,5.65,0.47,0.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,0.553,7.5
Simon Bokote Banza,Congo DR,4.25,0.47,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.353,2.5
Henry Josué Martín Mex,Mexico,1.4,0.47,0.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.115,2.8
Dries Mertens,Belgium,6.3,0.46,0.45,5.4,0.0,0.0,0.0,0.0,0.0,0.45,0.747,6.7
Boulaye Dia,Senegal,2.8,0.46,0.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.7
Ismael Koné,Canada,7.1,0.46,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.027,0.7
Khalid Boutaïb,Morocco,0.9,0.46,0.45,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.5
Alfreð Finnbogason,Iceland,1.35,0.46,0.45,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.9
Luis Gerardo Chávez Magallón,Mexico,5.1,0.46,0.7,14.0,0.0,0.0,3.1,0.066,0.7,0.0,0.809,6.8
Georges Mikautadze,Georgia,4.0,0.46,3.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.623,5.0
Ivan Rakitić,Croatia,3.15,0.46,1.35,7.7,0.9,0.9,1.35,0.042,0.0,0.0,0.365,4.5
Kamory Doumbia,Mali,4.25,0.46,0.0,7.6,0.0,0.0,0.85,0.016,0.0,1.7,0.451,5.1
Joel Pohjanpalo,Finland,1.65,0.45,0.55,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.064,1.1
Alessandro Bastoni,Italy,4.55,0.45,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,2.7
Kevin Csoboth,Hungary,2.0,0.45,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Frank Bale,Wales,4.3,0.44,0.7,6.9,1.25,0.7,0.0,0.0,0.0,1.1,0.888,4.7
Kahiser Lenis Navarro,Panama,2.0,0.44,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aboubakary Koita,Mauritania,3.4,0.44,0.85,10.2,0.0,0.0,4.25,0.088,0.0,0.0,0.252,3.4
Alex Adrián Arce Barrios,Paraguay,2.0,0.44,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,1.0
Ondřej Lingr,Czech Republic,3.0,0.44,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilson Benchimol Tavares,Cape Verde Islands,4.25,0.44,0.85,5.1,0.0,0.0,0.0,0.0,0.0,0.85,0.729,0.8
Abdoulaye Seck,Senegal,1.7,0.44,0.85,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.8
Robin Gosens,Germany,2.2,0.44,0.55,3.3,0.0,0.0,0.0,0.0,0.0,0.55,0.667,2.8
Karol Świderski,Poland,5.35,0.44,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.49,2.5
Tiago Manuel Dias Correia,Cape Verde Islands,3.4,0.43,0.85,14.4,0.85,0.0,5.1,0.105,0.85,0.0,0.008,0.8
Raphaël Adelino José Guerreiro,Portugal,6.8,0.43,1.25,5.5,0.0,0.0,0.0,0.0,0.0,1.85,0.599,9.1
Georgiy Sudakov,Ukraine,3.0,0.43,0.0,9.0,0.0,0.0,2.0,0.046,0.0,0.0,0.126,4.0
Patson Daka,Zambia,2.55,0.43,0.85,4.2,0.0,0.0,0.0,0.0,0.0,0.85,0.126,4.2
Birkir Bjarnason,Iceland,1.35,0.43,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.9
Bruno Miranda Villagomez,Bolivia,2.0,0.42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Bernard François Hernández,France,10.2,0.42,1.7,8.5,1.0,1.0,0.0,0.0,0.0,1.4,1.667,14.4
Aguibou Camara,Guinea,4.25,0.42,0.85,4.2,0.0,0.0,0.85,0.006,0.0,0.0,0.623,5.1
Zakaria Aboukhlal,Morocco,2.8,0.42,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leroy Sané,Germany,8.6,0.42,0.0,9.7,0.0,0.0,1.55,0.036,0.0,0.7,1.12,6.0
Mason Mount,England,5.55,0.42,0.0,6.6,0.0,0.0,0.55,0.032,0.0,0.55,0.585,5.6
Issam Jebali,Tunisia,2.1,0.42,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.181,1.4
Declan Rice,England,14.35,0.41,0.0,9.6,0.0,0.0,0.0,0.0,0.0,1.0,0.143,5.2
Mathías Adalberto Villasanti Rolón,Paraguay,3.0,0.41,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.121,3.0
Mikkel Damsgaard,Denmark,5.85,0.41,1.1,5.9,0.0,0.0,1.1,0.055,0.55,0.55,0.769,5.4
Jeremy Leonel Sarmiento Morante,Ecuador,6.1,0.41,1.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.4
Mathew Leckie,Australia,4.15,0.4,0.7,4.8,0.0,0.0,0.0,0.0,0.0,0.7,0.222,2.3
Ritsu Doan,Japan,2.8,0.4,1.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.057,1.4
Théo Bongonda Mbul'Ofeko Batombo,Congo DR,4.25,0.4,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5.9
Stefan de Vrij,Netherlands,8.2,0.4,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.6
Aymeric Laporte,Spain,11.4,0.4,0.55,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.2
Fabian Lukas Schär,Switzerland,9.95,0.4,1.55,10.1,2.1,1.55,0.0,0.0,0.0,0.0,0.102,3.0
Aïssa Mandi,Algeria,2.55,0.4,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Pogba,France,4.9,0.4,1.55,8.1,0.55,0.55,0.9,0.064,0.0,0.55,0.891,8.4
Che Adams,Scotland,4.65,0.39,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.333,2.1
Georges-Kévin Nkoudou Mbida,Cameroon,4.8,0.39,0.0,5.8,0.0,0.0,1.55,0.031,0.0,2.55,0.789,8.5
Julián Andrés Quiñones Quiñones,Mexico,3.0,0.39,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.0
Moses Daddy-Ajala Simon,Nigeria,5.95,0.39,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.85,0.365,4.2
Absalom Iimbondi,Namibia,3.4,0.39,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.557,4.2
Daniel Carvajal Ramos,Spain,7.75,0.39,1.0,2.9,0.0,0.0,0.0,0.0,0.0,0.45,0.702,7.3
Ezgjan Alioski,North Macedonia,1.65,0.39,0.55,1.7,0.55,0.0,0.0,0.0,0.0,0.0,0.132,1.7
Scott McTominay,Scotland,4.65,0.38,1.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2.0
James David Rodríguez Rubio,Colombia,7.35,0.38,1.0,9.3,1.0,1.0,3.45,0.071,0.0,6.9,2.375,21.8
Orbelín Pineda Alvarado,Mexico,3.7,0.38,0.0,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.325,4.7
Pierre-Emile Højbjerg,Denmark,9.4,0.38,0.0,12.8,0.55,0.0,0.55,0.007,0.0,1.65,0.575,8.7
Abderrazak Hamdallah,Morocco,2.8,0.38,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Sayed,Egypt,2.55,0.38,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.154,5.1
Alex Iwobi,Nigeria,7.3,0.38,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.63,3.9
Pau Francisco Torres,Spain,4.0,0.38,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.55,0.176,1.1
Daizen Maeda,Japan,2.1,0.38,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,Poland,6.7,0.37,0.45,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Onana,Belgium,5.4,0.37,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.008,1.0
Francisco Román Alarcón Suárez,Spain,1.8,0.37,0.45,4.5,0.0,0.0,0.45,0.021,0.0,0.0,0.388,4.5
Vincent Paté Aboubakar,Cameroon,2.95,0.37,1.4,4.2,0.0,0.0,0.0,0.0,0.0,0.7,0.333,1.4
Prins Menelik Tjiueza,Namibia,3.4,0.37,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Hernández Cascante,Spain,11.55,0.37,1.0,7.9,0.55,0.0,0.0,0.0,0.0,0.0,0.405,9.9
Jean-Eric Maxim Choupo-Moting,Cameroon,2.1,0.37,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.4
César Azpilicueta Tanco,Spain,3.6,0.37,0.55,2.8,0.0,0.0,0.0,0.0,0.0,0.7,0.497,5.0
Yeltsin Ignacio Tejeda Valverde,Costa Rica,2.55,0.37,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.084,0.7
Daley Blind,Netherlands,6.7,0.37,0.7,3.5,0.0,0.0,0.0,0.0,0.0,0.7,0.502,2.5
Obite Evan Ndicka,Côte d'Ivoire,5.95,0.36,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.094,1.7
Denis Alibec,Romania,2.0,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Andrés Lerma Solís,Colombia,6.8,0.36,2.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.22,2.9
Jeremy Doku,Belgium,5.8,0.36,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.749,9.7
Marciano Sanca Tchami,Guinea-Bissau,1.7,0.36,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,Sweden,2.2,0.36,0.0,4.4,0.0,0.0,0.0,0.0,0.0,1.1,0.618,2.8
Tomáš Holeš,Czech Republic,5.75,0.36,0.55,4.3,0.0,0.0,0.0,0.0,0.0,0.55,0.169,2.1
Román Aureliano Torres Morcillo,Panama,1.35,0.36,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.5
Guillermo Martínez Ayala,Mexico,3.0,0.36,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,1.0
Kamil Grosicki,Poland,3.05,0.36,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.45,0.445,3.0
Facinet Conte,Guinea,3.4,0.36,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.8
Žan Karničnik,Slovenia,4.0,0.36,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Alexandre Conceição Leão,Portugal,7.5,0.36,1.4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.556,5.7
Max-Alain Gradel,Côte d'Ivoire,4.25,0.35,0.0,5.1,0.0,0.0,0.85,0.008,0.0,0.85,0.296,5.1
Ablie Jallow,Gambia,1.7,0.35,0.85,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.074,1.7
Dávid Hancko,Slovakia,4.55,0.35,0.0,5.6,0.0,0.0,1.0,0.078,0.0,0.0,0.028,1.0
Thapelo James Morena,South Africa,5.1,0.35,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.85,0.182,1.7
Karim Konaté,Côte d'Ivoire,2.55,0.35,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.034,1.7
Barış Alper Yılmaz,Turkey,5.0,0.35,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0
Takuma Asano,Japan,2.8,0.35,1.4,6.3,0.7,0.7,0.0,0.0,0.0,0.0,0.068,0.7
Yerry Fernando Mina González,Colombia,3.35,0.35,1.35,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Resurrección Merodio,Spain,6.05,0.35,0.0,4.8,0.45,0.0,0.55,0.026,0.0,0.0,0.421,6.8
Danilo Luís Hélio Pereira,Portugal,3.9,0.34,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.6
Simon Adingra,Côte d'Ivoire,4.25,0.34,0.85,5.1,0.0,0.0,0.0,0.0,0.0,1.7,0.908,10.2
Leonardo Spinazzola,Italy,2.2,0.34,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.55,0.388,4.4
Achraf Hakimi Mouh,Morocco,9.65,0.34,1.55,9.0,1.55,0.7,0.7,0.029,0.0,1.55,1.549,16.5
Sergio Busquets i Burgos,Spain,6.8,0.34,0.0,6.5,1.25,0.0,0.0,0.0,0.0,0.45,0.72,5.6
Carlos Soler Barragán,Spain,1.4,0.34,0.7,3.5,0.7,0.0,0.7,0.006,0.0,0.0,0.063,1.4
Konrad Laimer,Austria,6.2,0.34,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.6
André Ayew Pelé,Ghana,3.8,0.34,0.7,1.4,0.7,0.0,0.0,0.0,0.0,0.0,0.037,0.8
